6.20,4.57,2006-09-12 04:00:00,11216.0,2
5.55,5.40,2006-09-12 04:00:00,1440.0,3
9.44,3.29,2006-09-12 04:00:00,287680.0,4
8.42,6.93,2006-09-12 04:00:00,56704.0,5
11.37,8.93,2006-09-12 04:00:00,400.0,6
5.40,1.00,2006-09-12 05:00:00,3216.0,1
5.51,5.29,2006-09-12 05:00:00,3248.0,2
6.31,4.46,2006-09-12 05:00:00,19584.0,3
9.40,3.11,2006-09-12 05:00:00,323168.0,4
7.22,-0.02,2006-09-12 05:00:00,1056.0,5
8.46,6.64,2006-09-12 05:00:00,46016.0,6
11.51,8.68,2006-09-12 05:00:00,7360.0,7
11.62,4.49,2006-09-12 05:00:00,2160.0,8
11.80,1.33,2006-09-12 05:00:00,1408.0,9
12.20,2.38,2006-09-12 05:00:00,1072.0,10
12.20,4.64,2006-09-12 05:00:00,1184.0,11
5.95,4.42,2006-09-12 06:00:00,31072.0,1
9.62,2.86,2006-09-12 06:00:00,346160.0,2
7.51,5.04,2006-09-12 06:00:00,6384.0,3
8.71,6.38,2006-09-12 06:00:00,33824.0,4
9.62,3.62,2006-09-12 06:00:00,4352.0,5
11.69,8.42,2006-09-12 06:00:00,17696.0,6
12.46,1.47,2006-09-12 06:00:00,3600.0,7
6.16,4.31,2006-09-12 07:00:00,45136.0,1
9.77,2.56,2006-09-12 07:00:00,346672.0,2
8.89,6.24,2006-09-12 07:00:00,20096.0,3
11.80,8.17,2006-09-12 07:00:00,27920.0,4
6.16,4.20,2006-09-12 08:00:00,51360.0,1
9.84,2.20,2006-09-12 08:00:00,337120.0,2
9.66,2.89,2006-09-12 08:00:00,3744.0,3
11.88,7.84,2006-09-12 08:00:00,41536.0,4
6.24,4.13,2006-09-12 09:00:00,59216.0,1
10.09,2.71,2006-09-12 09:00:00,389472.0,2
9.95,2.46,2006-09-12 09:00:00,3024.0,3
6.24,4.02,2006-09-12 10:00:00,61792.0,1
10.13,2.56,2006-09-12 10:00:00,410608.0,2
6.24,3.98,2006-09-12 11:00:00,62432.0,1
6.31,0.93,2006-09-12 11:00:00,2848.0,2
9.29,-0.45,2006-09-12 11:00:00,203616.0,3
8.24,4.86,2006-09-12 11:00:00,272.0,4
11.69,5.22,2006-09-12 11:00:00,189120.0,5
6.27,3.95,2006-09-12 12:00:00,61216.0,1
5.29,5.47,2006-09-12 12:00:00,1952.0,2
9.00,-0.71,2006-09-12 12:00:00,198912.0,3
7.55,5.11,2006-09-12 12:00:00,736.0,4
8.06,5.29,2006-09-12 12:00:00,1216.0,5
8.16,4.71,2006-09-12 12:00:00,1136.0,6
11.84,5.55,2006-09-12 12:00:00,193744.0,7
9.91,8.13,2006-09-12 12:00:00,272.0,8
11.84,1.91,2006-09-12 12:00:00,21776.0,9
12.46,0.09,2006-09-12 12:00:00,7712.0,10
13.51,2.13,2006-09-12 12:00:00,704.0,11
